temperature,humidity,soil_moisture,rainfall,rain_probability,forecast_temperature,forecast_humidity,pump_state
30.7,76.7,25.1,0.3,11,31.9,75.1,1
24.3,85.2,43.8,0.7,7,24.7,90.1,1
30.5,89.4,79.0,2.8,70,28.3,92.8,0
41.7,68.3,79.0,0.2,28,39.9,66.6,0
37.4,70.4,69.2,0.9,43,39.5,72.5,0
17.0,87.1,17.8,8.5,12,20.2,84.6,1
30.3,83.0,29.2,0.2,22,31.9,86.7,1
34.2,76.5,36.0,0.5,57,32.7,74.9,0
29.2,79.6,65.0,0.2,59,30.7,76.4,0
27.9,79.7,18.1,0.3,29,29.0,80.2,1
28.8,72.9,21.8,0.1,47,26.3,71.7,1
32.5,90.5,28.2,0.1,80,32.5,93.8,1
24.8,86.7,39.8,0.9,29,24.4,83.1,0
35.3,82.1,34.4,12.5,59,34.7,86.5,1
29.7,81.8,68.3,12.6,51,31.8,83.3,0
25.8,81.4,17.5,1.2,21,24.5,83.8,1
35.1,73.5,56.3,0.9,54,33.5,74.3,1
23.0,87.2,78.2,0.6,31,23.8,92.3,0
27.5,88.2,76.9,46.7,54,28.7,87.5,0
27.4,90.5,24.8,6.1,48,31.8,92.1,1
39.6,64.3,41.2,12.5,12,38.8,62.8,1
26.9,86.8,74.9,0.5,53,26.9,86.6,0
20.3,88.0,29.9,13.7,17,20.8,93.9,1
27.4,86.8,73.2,1.3,72,29.3,83.7,0
32.0,81.3,32.8,2.9,35,33.1,81.2,1
33.5,83.0,53.6,1.5,51,32.4,87.1,1
40.2,69.8,62.7,0.5,30,40.0,74.4,1
36.3,77.3,58.9,12.7,43,38.2,72.5,0
30.8,76.1,20.6,0.5,21,30.2,78.9,1
26.0,81.3,100.0,97.7,17,26.2,82.2,0
37.3,59.3,81.2,0.1,39,37.2,61.8,0
28.3,78.2,47.8,0.6,23,26.7,76.2,1
27.0,72.2,51.1,0.1,25,25.1,73.1,0
28.1,88.0,79.9,0.4,78,28.2,82.8,0
24.4,82.2,41.8,12.4,33,24.8,89.0,1
27.9,88.9,32.0,10.8,85,27.5,94.9,1
29.0,82.3,25.5,1.3,31,28.0,83.8,1
33.3,74.0,70.0,31.8,47,33.6,77.0,0
28.3,83.7,49.0,0.3,71,26.7,83.9,1
24.3,77.4,48.7,0.1,25,22.4,79.2,1
22.8,87.8,42.6,20.5,23,23.0,86.2,1
30.9,75.9,55.1,0.3,28,29.4,72.5,1
30.3,78.0,83.5,2.0,41,29.7,80.5,0
27.5,85.4,19.8,0.7,43,26.4,85.4,1
27.9,77.3,36.7,0.2,33,28.7,77.0,1
31.7,73.7,83.4,0.4,25,31.2,75.1,0
36.3,79.4,54.2,31.9,61,36.0,75.5,0
26.5,86.3,79.2,0.7,28,29.0,89.1,0
30.4,86.8,13.8,0.6,28,29.4,88.4,1
34.3,81.7,84.1,13.8,59,33.9,82.9,0
26.5,77.1,71.6,0.2,53,26.9,68.2,0
29.9,80.5,12.3,10.8,67,26.8,83.2,1
29.8,80.6,53.4,0.3,68,31.1,80.4,1
24.1,79.5,34.7,0.3,33,26.4,77.9,1
30.8,100.0,56.0,0.0,84,29.8,100.0,0
30.1,85.9,49.6,11.3,70,29.7,92.0,1
32.5,74.9,64.9,1.6,41,33.9,76.3,0
24.7,82.9,60.9,0.5,17,27.7,76.7,1
30.0,65.3,28.8,14.5,21,28.6,63.9,1
36.2,78.0,26.1,1.0,34,36.6,81.2,1
39.3,72.3,19.9,0.0,40,40.3,76.1,1
35.8,73.2,9.5,0.5,63,35.6,77.9,1
24.7,77.1,83.7,0.2,27,23.3,78.1,0
32.0,72.8,42.7,0.1,2,33.5,74.2,1
27.8,76.1,77.1,0.0,32,27.3,73.3,1
31.3,71.7,25.6,2.3,20,32.0,70.6,1
26.5,86.1,19.0,0.2,57,27.4,82.4,1
22.3,97.2,57.9,48.5,28,24.1,91.7,1
28.4,84.7,61.7,0.4,16,28.6,88.8,1
33.3,80.0,33.5,0.0,15,35.5,70.5,1
31.3,93.8,38.3,12.8,79,32.4,91.1,1
31.8,69.1,78.8,0.6,26,35.0,74.5,0
31.0,67.9,16.8,0.5,36,32.8,63.6,1
31.8,67.1,46.1,0.3,14,29.1,66.0,1
32.4,82.4,57.6,1.8,35,34.3,86.1,1
28.8,82.6,33.0,0.6,68,30.4,82.6,1
30.4,64.9,75.4,0.9,14,30.6,62.8,0
37.8,78.7,17.3,0.3,29,38.6,78.2,1
30.6,78.6,30.3,0.1,9,32.2,74.8,1
30.2,78.2,28.1,25.6,52,28.7,74.2,1
30.5,81.9,19.5,1.4,30,27.8,73.0,1
29.0,85.3,73.4,1.1,78,31.3,93.0,0
28.0,89.1,14.0,0.4,20,25.7,87.3,1
30.9,87.8,80.7,0.1,73,31.6,89.3,0
27.7,75.3,41.7,0.1,13,29.5,76.7,0
29.3,74.4,72.4,2.0,36,29.4,74.1,0
26.4,78.0,54.3,0.2,5,27.8,74.2,1
30.5,82.9,81.5,21.6,66,29.2,81.3,0
32.6,74.5,71.3,0.1,32,31.3,76.9,1
29.0,76.8,57.5,1.2,23,28.6,81.5,0
21.0,83.9,83.4,3.3,31,21.5,82.2,0
32.7,73.7,63.1,0.0,18,35.0,68.0,1
30.5,78.5,71.3,2.2,31,30.9,82.9,0
25.5,76.4,46.6,0.8,32,24.6,77.8,0
33.5,90.3,68.1,51.9,74,32.5,93.8,0
23.7,82.3,51.4,0.3,29,25.3,82.9,1
34.7,79.6,55.4,0.1,41,33.9,80.1,0
29.7,75.2,30.7,0.3,11,30.0,74.8,1
19.8,92.8,18.6,0.4,41,20.3,96.1,1
30.8,80.8,43.6,0.4,44,30.1,78.5,1
28.2,83.0,74.0,0.9,62,29.4,79.7,0
27.5,93.3,30.9,0.1,74,26.8,94.9,1
26.7,88.6,52.0,0.5,28,25.4,92.7,1
29.4,87.5,24.5,8.5,73,28.9,83.9,1
27.8,81.0,79.1,0.0,6,26.8,78.7,0
21.6,99.2,12.8,1.0,36,23.3,94.6,1
35.7,88.0,85.5,9.7,45,36.3,86.2,0
28.9,84.1,51.4,23.0,27,27.8,86.6,1
26.7,79.1,72.2,0.5,44,25.4,79.6,1
24.9,84.9,26.1,18.4,43,21.9,86.3,1
33.5,75.6,69.4,1.5,64,34.0,75.0,1
24.2,92.6,27.8,0.1,58,24.5,90.1,1
30.6,78.6,31.9,0.4,54,30.1,75.7,1
27.4,87.8,28.1,6.3,70,26.2,85.2,1
27.6,78.6,57.9,3.4,28,27.1,81.5,0
25.0,82.2,81.3,0.6,8,23.6,78.1,0
27.2,87.1,82.7,1.2,36,28.5,91.3,0
30.0,78.0,72.2,0.2,20,30.3,75.2,0
31.1,89.5,85.8,0.3,66,31.3,84.1,0
26.5,79.3,40.0,0.0,23,26.0,77.5,1
29.6,78.9,47.8,0.8,49,33.5,69.5,1
34.0,66.7,58.2,26.4,73,31.9,74.7,0
22.5,95.9,51.4,0.0,62,24.3,92.7,1
30.0,79.7,76.5,0.6,7,28.1,79.9,0
25.7,86.4,65.6,2.4,31,25.3,86.7,0
25.3,88.2,21.9,21.4,40,25.0,95.9,1
31.2,72.3,18.3,1.1,22,32.5,71.1,1
27.5,88.8,81.6,1.2,46,24.0,89.8,0
24.5,82.7,52.7,0.4,19,23.0,89.3,1
36.0,65.8,78.6,0.3,36,36.2,69.2,0
34.1,66.2,80.0,1.1,5,33.5,69.8,1
21.3,91.4,66.2,0.2,34,20.0,83.5,1
23.4,88.9,55.4,1.8,4,24.1,85.0,1
32.7,72.8,45.2,0.7,6,30.8,66.8,1
28.7,86.4,61.2,0.3,33,27.3,89.5,1
36.8,74.9,71.7,6.4,51,36.1,67.6,0
32.8,70.0,58.5,0.3,18,31.1,70.1,1
31.3,84.5,79.4,0.0,66,31.6,81.1,0
25.4,89.3,76.3,0.9,46,25.8,88.1,0
32.2,74.3,19.9,0.3,25,32.1,77.3,1
24.3,80.9,62.8,0.3,60,23.5,89.3,0
35.9,76.0,24.3,0.1,34,34.6,77.5,1
31.9,85.6,38.9,0.5,70,32.1,88.4,1
26.3,86.7,19.0,0.9,74,26.8,86.5,1
33.6,74.8,28.0,0.6,36,32.1,74.6,1
40.1,74.0,94.2,38.1,48,39.1,68.1,0
29.0,79.6,23.5,1.3,43,29.2,78.5,1
32.5,79.9,67.1,0.5,44,33.4,76.4,0
28.1,92.6,11.3,1.0,76,28.0,97.6,1
30.4,78.4,24.7,1.2,28,27.6,73.0,1
23.2,85.7,44.6,0.7,32,25.3,78.5,1
30.0,77.0,34.0,0.0,28,29.1,71.1,1
30.2,87.7,35.0,1.1,72,30.1,85.0,1
38.1,76.8,14.8,0.6,41,40.4,75.9,1
21.9,79.8,49.5,1.5,47,24.0,79.2,1
28.7,84.1,74.6,0.1,18,26.1,77.3,0
35.8,71.1,32.7,0.6,11,37.5,67.7,1
28.9,81.5,50.5,1.9,52,30.8,83.9,1
29.2,79.5,67.3,0.1,14,33.1,79.2,0
26.3,86.6,76.4,1.2,41,26.0,80.0,0
25.8,82.5,59.1,0.3,8,25.5,80.0,0
21.8,88.8,69.1,0.1,60,21.9,91.0,0
27.2,85.5,46.3,0.0,17,27.1,90.1,1
25.5,81.1,70.6,0.4,57,29.1,80.4,0
30.5,83.8,61.9,1.9,45,30.2,85.7,0
26.5,76.0,37.6,0.3,18,24.7,73.9,1
27.8,80.2,32.6,2.0,31,32.0,73.0,1
28.0,84.8,60.9,0.3,60,27.8,89.5,0
29.8,81.7,22.6,0.7,17,30.3,77.4,1
27.6,89.7,66.2,2.4,50,32.6,89.2,0
25.2,81.0,68.7,0.3,16,21.3,86.8,0
30.4,81.7,51.2,23.7,57,29.4,84.7,0
34.8,67.8,41.6,0.7,16,36.7,70.2,1
30.6,67.8,90.3,46.9,4,29.6,73.4,0
27.3,83.1,73.1,0.7,71,26.7,80.3,0
29.4,97.9,56.9,0.5,77,28.9,100.0,0
20.8,81.9,56.7,0.3,13,19.3,83.6,0
29.4,83.8,89.4,11.6,12,28.9,81.4,0
28.2,82.2,18.7,2.1,54,28.7,81.8,1
25.8,82.0,14.5,0.3,34,24.5,80.1,1
26.6,85.2,70.4,0.1,49,27.4,82.3,0
28.2,81.7,73.8,0.1,68,27.4,81.4,0
34.5,70.8,53.8,0.2,40,34.6,68.6,1
34.9,76.7,20.7,3.2,33,35.0,75.4,1
25.8,93.7,40.5,0.1,55,25.7,90.1,1
27.7,91.1,44.2,0.2,25,28.1,89.8,1
27.8,80.1,21.9,1.5,9,29.5,80.2,1
33.6,85.7,16.9,0.6,26,33.4,92.2,1
30.7,74.9,56.5,0.1,24,29.5,76.8,0
30.4,77.0,75.3,0.7,29,32.7,76.6,0
32.4,81.9,36.3,7.9,37,33.2,81.0,1
27.3,81.4,63.3,11.8,26,26.9,80.4,1
36.1,72.5,64.2,0.4,39,34.5,78.9,0
30.0,81.6,61.5,0.1,37,27.7,74.6,0
26.1,89.5,30.8,3.0,78,23.5,93.8,1
29.0,80.2,6.1,0.8,36,30.3,80.6,1
35.5,59.8,35.4,0.5,12,38.4,54.2,1
28.1,91.0,42.8,1.4,58,23.4,92.5,1
34.3,76.4,21.3,0.5,5,35.8,73.1,1
27.2,81.4,75.5,0.8,41,27.0,82.7,1
26.6,74.2,71.2,10.6,17,24.3,79.3,0
33.0,80.9,82.1,49.3,68,33.4,80.5,0
26.1,82.0,69.1,0.1,40,27.7,80.0,0
33.7,70.3,70.6,0.3,14,31.2,73.7,0
31.6,78.9,75.1,0.3,20,32.1,75.7,1
26.1,87.4,49.3,0.2,40,26.2,89.7,1
29.7,78.6,72.4,0.0,29,28.1,74.4,0
27.5,84.5,62.4,1.9,28,27.4,80.3,1
31.6,68.9,14.3,0.1,30,28.9,72.0,1
38.5,76.0,64.5,1.5,59,39.8,80.1,0
28.3,81.8,62.9,0.1,29,30.9,89.3,0
32.4,80.8,58.2,38.9,61,31.0,85.8,0
30.1,82.1,45.6,41.9,27,31.1,82.3,1
30.1,81.0,69.3,0.9,83,33.4,83.2,1
29.3,93.8,38.6,0.1,87,27.0,95.4,0
26.1,86.1,36.0,0.8,75,27.3,88.2,1
31.5,78.6,86.9,2.0,80,31.8,85.9,0
28.7,85.2,77.9,5.0,64,29.4,86.5,0
25.9,86.1,72.6,0.1,28,26.1,88.9,1
34.6,72.1,26.2,0.1,39,35.2,72.8,1
30.4,74.7,20.5,0.3,12,31.1,72.1,1
29.0,85.8,63.3,0.3,43,29.9,84.5,0
36.0,73.9,81.8,1.8,54,36.6,73.8,0
21.7,87.4,61.0,17.1,44,21.8,89.0,1
35.7,70.4,37.6,0.4,7,38.1,64.1,1
26.0,88.4,70.0,5.7,36,26.7,93.6,0
31.0,71.1,66.9,0.0,31,31.2,75.9,1
27.4,89.5,42.5,3.1,27,25.4,85.4,1
25.8,90.5,18.4,0.1,53,28.2,95.0,1
35.9,82.3,58.7,1.0,45,36.6,79.8,1
38.4,68.8,46.1,0.3,19,40.5,63.2,1
29.0,83.6,42.1,0.5,33,31.1,83.7,1
31.5,80.6,22.0,0.6,67,29.9,80.5,1
30.3,83.2,15.7,0.6,49,30.8,84.6,1
37.8,73.6,28.0,1.4,41,37.7,82.2,1
20.5,79.8,30.6,9.1,22,19.1,72.3,1
31.7,79.8,32.5,1.0,56,28.4,79.9,1
26.7,79.4,15.8,0.2,41,25.6,91.4,1
19.4,89.8,13.3,21.7,13,16.7,93.2,1
28.4,73.8,20.7,0.9,6,27.4,78.1,1
38.3,73.8,34.7,10.7,59,38.2,81.6,1
27.0,74.3,46.4,0.5,35,26.3,76.9,1
33.6,72.5,47.7,0.5,34,32.3,76.3,1
35.4,77.6,25.7,0.0,51,35.2,70.4,1
29.9,87.4,62.8,18.8,77,31.1,89.6,0
30.5,86.0,81.4,1.2,58,29.5,88.7,0
22.3,97.2,69.3,3.2,45,21.3,94.8,0
26.8,93.1,53.4,0.1,59,28.6,100.0,0
34.1,84.3,73.7,0.2,34,33.3,80.1,0
30.3,87.4,32.0,57.6,60,30.5,93.2,1
31.7,76.4,8.3,0.3,37,32.7,72.7,1
30.6,76.3,65.6,0.5,35,30.6,71.3,0
39.9,72.3,33.2,0.0,22,39.4,71.4,0
28.1,76.7,61.6,0.1,28,27.1,69.5,1
37.2,70.2,93.6,9.2,22,38.0,64.2,0
30.6,76.2,53.0,3.6,49,28.7,85.3,0
37.6,72.8,35.6,0.2,30,38.7,74.2,1
24.5,89.9,28.9,0.4,39,24.1,92.0,1
30.8,73.4,52.1,0.3,19,32.5,69.4,1
28.2,84.8,80.3,0.8,59,27.4,83.9,0
30.6,79.4,64.0,9.1,39,32.1,87.9,0
35.5,76.2,48.6,0.0,47,35.8,75.6,1
31.7,74.0,42.9,0.3,32,34.1,69.8,1
35.5,69.9,79.1,0.5,4,32.6,65.7,0
27.0,92.0,71.5,2.8,59,26.3,90.5,0
26.3,89.1,67.9,11.2,72,27.3,95.8,1
30.1,73.2,50.6,0.1,45,29.2,63.6,1
29.8,78.4,36.8,0.3,11,27.6,75.8,1
29.2,78.1,25.4,23.1,39,27.0,84.4,1
25.7,86.6,72.7,1.2,5,25.9,87.4,0
35.4,75.7,53.5,47.4,57,34.6,69.8,0
28.4,84.5,58.9,0.4,5,30.0,89.3,0
36.4,63.8,73.5,0.3,24,36.6,66.2,0
30.1,74.8,61.9,0.2,14,27.5,77.4,1
32.9,83.4,20.8,0.9,42,33.0,86.7,1
32.5,80.1,43.9,0.2,34,29.1,82.4,0
26.3,100.0,35.6,3.7,73,27.2,98.0,0
31.7,75.6,81.6,0.8,28,30.6,75.8,0
38.7,74.5,54.6,0.4,54,37.4,69.4,1
31.1,67.9,20.4,2.0,6,31.5,67.6,1
34.1,75.7,27.7,0.2,3,29.0,69.7,1
33.1,63.9,35.8,0.3,28,33.0,64.9,1
31.4,79.1,61.7,0.3,16,32.4,72.8,0
30.8,82.5,63.6,0.0,59,31.3,82.8,1
32.5,75.0,28.8,0.3,26,30.9,69.6,1
33.4,80.9,14.3,0.3,27,34.3,81.9,1
23.9,95.5,80.7,9.0,67,24.5,97.9,0
31.1,76.2,27.3,0.5,40,28.6,70.6,1
29.2,81.6,38.6,0.1,53,30.5,88.6,1
28.2,75.2,36.0,5.0,33,28.6,80.2,1
35.8,65.2,32.2,0.6,6,35.1,66.7,1
26.7,93.2,66.0,0.4,62,26.6,95.5,0
23.7,89.2,69.6,0.2,4,24.2,87.9,1
33.6,71.9,84.8,1.6,7,31.6,70.4,0
23.6,92.0,73.4,13.6,57,23.4,98.5,0
21.3,94.4,53.8,0.5,61,20.9,91.3,0
34.1,86.4,31.4,1.1,63,33.3,88.2,1
30.7,74.8,40.5,4.3,19,29.1,75.6,1
32.1,79.8,65.9,42.9,38,32.2,81.1,0
28.0,97.1,77.7,28.5,80,27.3,89.8,0
23.8,71.6,39.8,0.7,31,20.8,70.6,1
24.7,82.8,42.8,0.7,12,24.4,80.9,1
28.8,87.9,65.3,0.2,30,27.9,86.6,0
24.3,76.0,63.2,0.4,55,23.4,77.3,1
31.4,81.2,37.2,0.1,64,34.0,74.5,0
27.9,76.5,81.0,23.3,12,26.8,74.6,0
30.8,75.4,68.9,1.4,31,28.7,75.1,1
30.7,85.6,45.9,1.2,57,32.8,87.7,1
31.7,80.2,64.0,31.4,37,31.9,71.3,0
32.2,87.4,51.6,0.9,47,30.5,90.3,0
28.5,78.1,61.2,0.4,29,31.0,75.0,1
30.8,82.8,40.4,1.4,35,30.5,82.1,1
31.1,86.8,77.9,0.3,36,31.1,85.4,0
19.1,96.8,19.1,0.5,5,16.4,95.8,1
32.9,75.7,56.1,0.2,45,34.1,79.3,1
30.7,86.6,64.7,28.2,29,30.6,87.7,1
32.5,79.4,38.8,1.2,35,32.7,78.2,1
24.2,84.2,51.8,4.1,35,21.5,89.6,1
28.6,85.3,65.2,1.3,7,28.2,81.9,0
25.1,89.5,71.7,9.2,60,23.2,85.1,0
33.4,79.0,55.7,0.2,44,33.2,77.9,0
23.7,89.1,73.8,0.0,50,26.4,91.7,0
25.8,88.0,31.3,0.8,60,29.5,91.2,1
32.4,86.3,29.0,4.9,59,32.7,86.5,1
27.2,83.5,19.7,1.0,31,27.5,89.2,1
25.8,83.9,27.4,0.3,44,26.9,84.3,1
34.1,80.6,35.7,1.7,28,29.8,78.2,1
34.3,79.8,15.1,0.3,53,33.2,80.2,1
33.2,79.4,76.3,0.9,45,31.4,81.3,0
33.8,75.3,28.0,0.5,25,34.3,78.3,1
29.0,91.3,29.8,0.0,54,29.8,100.0,1
29.1,83.3,23.7,0.4,43,27.1,86.7,1
27.1,64.3,71.5,0.9,6,26.4,61.5,0
30.8,81.2,92.1,44.2,43,31.7,80.2,0
27.6,84.5,28.3,0.0,54,27.0,88.0,0
28.1,72.2,41.7,0.2,28,28.0,68.3,1
32.7,74.1,50.8,1.2,17,34.3,63.4,1
35.3,67.8,52.4,0.6,35,36.2,70.0,1
31.8,74.2,29.8,0.3,10,30.7,76.6,1
38.1,76.8,80.8,13.0,32,39.8,80.7,1
26.8,69.2,77.5,0.3,27,26.0,64.7,0
21.7,87.7,22.2,0.6,30,21.5,80.6,1
33.2,79.1,80.1,0.2,6,33.2,77.3,0
26.5,94.6,82.8,15.5,50,26.0,95.1,0
28.8,88.7,21.6,22.9,86,30.6,88.5,1
22.0,79.5,85.1,0.1,51,21.3,86.4,0
26.0,86.9,62.0,12.2,51,23.4,84.1,0
23.2,90.0,24.6,0.0,24,21.2,86.6,1
28.0,86.8,66.1,0.6,44,26.3,84.7,0
28.2,73.3,65.1,0.7,26,29.0,70.5,1
30.4,80.4,30.7,0.1,26,28.7,74.3,1
35.6,68.4,76.3,0.0,44,34.2,68.4,0
33.0,79.7,46.8,1.7,14,33.7,76.2,1
22.7,85.4,54.2,0.0,45,23.9,80.8,1
32.7,72.0,28.7,0.3,42,34.1,71.0,1
30.5,81.4,26.1,0.4,69,32.6,81.5,1
29.6,85.2,54.1,23.0,48,30.0,81.5,0
29.9,82.5,86.5,1.5,15,30.3,86.6,0
30.9,75.2,16.5,1.6,40,29.6,73.0,1
26.9,81.7,79.7,0.1,71,25.7,82.7,0
29.2,81.8,36.7,31.2,53,29.3,81.8,1
35.3,78.9,60.6,0.8,45,39.0,78.9,0
26.8,77.8,25.8,0.2,12,26.8,69.3,1
25.4,81.0,53.5,61.6,36,26.1,83.8,0
29.7,71.2,30.5,0.0,23,27.4,66.5,1
24.9,88.8,77.4,5.2,20,27.1,84.2,0
22.2,98.7,14.7,0.1,58,22.0,97.5,1
28.4,79.6,27.3,0.2,33,28.8,83.3,1
36.5,71.9,37.6,0.3,36,36.8,72.3,1
29.8,94.8,73.8,1.9,41,29.8,89.8,1
30.8,78.4,66.5,0.4,23,30.6,71.1,1
20.4,82.2,49.9,1.6,19,19.0,81.3,1
32.0,79.2,53.2,13.5,53,29.3,80.4,0
30.4,78.0,63.7,0.4,24,31.0,74.8,0
27.0,85.0,82.8,4.4,62,27.0,88.9,0
30.8,77.7,76.8,15.6,55,28.8,84.9,0
30.8,80.9,74.1,16.3,43,29.6,80.8,0
25.2,81.5,28.7,0.0,29,25.1,75.7,1
31.5,97.3,81.4,7.7,64,33.0,100.0,0
35.4,77.1,33.5,37.7,58,35.4,74.1,1
29.0,82.8,86.3,12.7,20,29.5,85.6,0
26.1,80.3,47.8,0.7,65,25.4,81.8,0
29.2,81.4,73.5,0.2,21,27.3,84.9,0
33.8,77.1,34.8,0.2,19,32.8,76.4,1
24.5,81.6,32.9,0.9,31,28.0,79.8,1
32.6,71.7,52.6,0.9,31,33.7,70.8,1
26.9,74.1,66.3,0.0,22,26.6,76.9,1
31.1,72.8,37.3,0.0,16,31.3,72.6,1
27.5,69.1,34.7,0.3,16,28.1,67.4,1
27.4,85.5,79.4,1.3,47,24.2,84.4,0
36.9,83.1,48.7,1.1,53,39.8,91.7,1
23.7,88.3,16.9,13.2,72,20.3,94.5,1
32.2,89.7,46.6,2.8,54,32.6,89.6,1
37.8,75.4,38.1,0.1,9,37.7,80.6,1
33.1,86.8,52.6,5.6,56,32.0,87.7,1
24.0,86.8,49.4,0.1,45,23.2,85.5,0
24.2,83.2,67.5,0.1,22,23.5,84.9,0
26.6,83.6,23.1,29.1,52,23.7,84.7,1
30.7,86.1,15.1,0.6,39,30.1,85.3,1
31.0,83.0,21.3,3.5,59,28.8,83.2,1
24.3,96.9,20.0,1.4,54,24.1,92.6,1
26.1,85.3,35.8,0.4,48,25.8,89.3,1
26.3,84.1,71.1,1.2,49,28.1,82.7,0
29.2,76.7,20.0,0.5,19,31.1,73.6,1
38.9,75.5,21.8,0.2,14,37.3,65.0,1
25.8,97.2,44.2,0.5,74,25.7,97.8,0
25.6,96.3,31.5,0.5,69,24.3,93.0,1
24.9,88.1,33.9,0.2,77,26.4,99.3,1
32.9,81.6,15.6,10.0,49,32.7,69.4,1
29.8,89.3,13.8,0.5,34,30.0,83.5,1
26.0,87.1,66.2,0.3,10,28.6,85.8,0
28.4,85.0,58.6,8.8,53,27.3,81.4,1
26.4,90.8,68.8,0.7,23,26.2,91.8,1
31.3,74.3,43.8,0.6,32,34.6,69.5,1
42.1,66.9,72.9,1.4,58,43.9,67.3,0
32.5,81.7,46.6,17.7,44,31.6,78.2,1
29.6,82.7,22.3,1.7,24,28.6,83.7,1
27.0,81.4,83.4,9.9,35,25.1,80.6,0
24.0,90.8,60.5,0.7,66,26.8,94.5,0
33.3,78.1,92.7,49.0,19,32.6,80.0,0
33.1,75.2,17.1,4.1,19,34.7,73.7,1
27.9,87.2,81.1,0.0,40,27.2,87.6,0
35.5,66.7,82.3,0.1,8,36.3,70.0,0
30.1,78.6,50.2,0.6,15,32.1,72.0,1
33.5,74.9,13.3,1.3,24,31.8,82.6,1
31.3,77.3,72.0,0.2,24,33.0,76.7,0
29.2,84.1,71.8,0.1,41,30.0,79.5,0
25.7,89.4,51.1,0.3,21,25.0,87.4,1
29.3,84.3,36.1,4.0,56,31.3,83.9,0
33.8,78.9,64.4,1.4,72,35.0,79.7,1
27.7,65.3,50.7,0.5,21,24.9,71.0,1
32.0,85.4,76.1,0.7,42,32.8,92.2,0
25.1,91.1,67.2,0.1,58,25.3,91.9,1
33.5,79.8,37.2,0.4,7,34.5,77.7,1
31.4,88.0,66.3,0.3,41,33.7,90.9,0
24.6,77.8,12.6,0.1,51,25.6,81.1,1
29.0,82.8,24.8,0.5,54,26.5,85.6,1
34.2,75.3,30.1,19.8,64,32.6,74.6,1
24.3,85.9,86.4,1.7,10,25.3,84.8,0
25.2,82.6,13.3,9.0,28,26.4,78.7,1
29.7,79.9,51.2,0.2,37,28.1,85.2,1
39.6,65.4,83.6,1.3,42,40.7,72.7,0
27.0,73.1,28.3,0.8,38,28.4,75.7,1
32.2,77.6,74.6,0.8,23,33.2,85.0,0
31.2,77.1,48.3,12.8,38,33.4,82.5,0
27.3,85.2,85.5,0.0,20,32.3,84.7,0
30.7,78.9,52.2,0.1,32,30.6,78.4,0
28.0,82.5,94.8,43.0,57,27.0,89.3,0
28.4,89.0,16.5,0.2,89,28.5,90.1,0
22.5,84.1,29.6,0.5,15,22.0,81.0,1
29.9,76.5,73.6,0.5,43,30.3,73.0,0
34.0,73.5,24.5,0.6,41,33.5,74.5,1
30.3,80.5,56.1,0.6,39,27.7,80.3,1
34.9,79.7,81.4,0.4,27,35.0,82.4,0
32.6,81.2,53.0,7.4,38,31.3,84.7,0
29.7,76.7,76.6,0.9,25,31.6,69.9,0
27.2,87.1,70.9,1.1,19,26.0,85.0,0
27.8,86.2,35.7,0.6,26,29.8,84.3,1
23.4,87.6,14.1,0.4,64,23.4,93.3,1
28.8,78.7,42.3,0.0,20,29.0,77.7,1
30.7,81.7,74.1,1.3,25,31.1,81.7,0
37.7,73.9,27.9,0.0,42,36.6,74.5,1
32.4,77.3,44.3,12.5,71,31.7,74.7,0
26.1,83.3,56.6,0.1,14,26.9,93.0,0
23.5,83.7,74.8,0.1,21,24.6,78.7,0
29.1,87.5,27.9,0.0,51,31.1,81.0,1
33.7,72.0,16.9,0.9,24,34.8,70.8,1
29.0,83.2,75.4,0.3,25,29.2,83.3,0
32.4,81.9,17.2,0.6,40,34.4,85.8,1
29.2,77.6,44.0,0.5,32,27.4,77.2,1
33.2,86.8,19.8,0.9,74,32.2,85.4,1
22.8,80.2,68.6,0.8,29,24.4,74.6,1
37.2,72.8,62.1,0.1,42,37.4,76.1,1
25.0,98.2,50.4,0.4,43,25.0,100.0,1
33.6,76.3,77.9,48.4,51,35.1,75.8,0
28.8,87.7,73.8,7.8,64,27.4,87.5,0
29.5,68.1,21.9,0.2,28,28.7,69.0,1
28.9,74.5,13.4,0.4,12,25.4,69.9,1
31.2,80.6,26.9,1.3,24,33.4,80.6,1
32.1,73.7,77.9,6.5,46,31.1,70.9,0
34.8,69.5,81.4,1.0,19,38.9,69.4,1
36.3,71.0,73.4,0.1,37,34.6,73.2,0
31.5,72.6,30.6,0.0,20,32.1,76.0,1
37.7,73.4,48.0,1.2,26,39.3,71.6,1
30.4,68.2,59.8,0.5,3,30.9,62.1,0
34.8,82.2,65.3,0.1,50,32.0,91.4,0
31.9,67.2,14.7,0.3,33,30.9,62.9,1
27.5,82.4,29.0,16.6,11,28.6,84.7,1
30.8,74.3,30.7,18.6,11,31.8,74.7,1
32.3,63.7,70.4,0.7,30,29.2,69.9,0
29.9,75.8,60.3,15.3,7,33.8,76.7,1
31.9,82.2,31.6,2.4,65,32.5,80.4,1
33.9,81.4,19.2,0.0,63,33.5,76.7,1
29.9,80.0,65.4,4.5,79,31.9,78.3,0
17.0,96.0,19.6,1.2,58,15.5,100.0,1
37.6,80.4,80.3,0.4,20,36.4,79.8,0
28.7,86.2,39.4,0.5,31,32.6,88.6,1
26.3,88.6,27.0,0.6,49,27.0,96.5,1
